[2026-05-21T04:29:17.545082] L=64 seed=16402 starting
[2026-05-21T04:29:17.545131] starting fresh, n_drops=600000
[2026-05-21T04:56:20.902072] drop=365000 p=0.99999 <s>_win=276.0 max_s=96546 max_unique=51451 (unique%=19.6) z=0.615 rate=225/s elapsed=1623s
[2026-05-21T04:56:56.129422] drop=370000 p=0.99999 <s>_win=244.2 max_s=100088 max_unique=57320 (unique%=21.9) z=0.617 rate=223/s elapsed=1659s
[2026-05-21T04:57:34.563486] drop=375000 p=0.99999 <s>_win=274.2 max_s=63007 max_unique=35701 (unique%=13.6) z=0.615 rate=221/s elapsed=1697s
[2026-05-21T04:58:11.491841] drop=380000 p=0.99999 <s>_win=253.3 max_s=82476 max_unique=48352 (unique%=18.4) z=0.616 rate=219/s elapsed=1734s
[2026-05-21T04:58:49.580391] drop=385000 p=0.99999 <s>_win=297.7 max_s=120877 max_unique=59959 (unique%=22.9) z=0.615 rate=217/s elapsed=1772s
[2026-05-21T04:59:26.079209] drop=390000 p=0.99999 <s>_win=246.8 max_s=99493 max_unique=54876 (unique%=20.9) z=0.616 rate=216/s elapsed=1809s
[2026-05-21T05:00:04.992708] drop=395000 p=0.99999 <s>_win=282.2 max_s=103247 max_unique=57522 (unique%=21.9) z=0.615 rate=214/s elapsed=1847s
[2026-05-21T05:00:40.588050] drop=400000 p=0.99999 <s>_win=257.5 max_s=196932 max_unique=97139 (unique%=37.1) z=0.616 rate=212/s elapsed=1883s
[2026-05-21T05:00:40.887972] checkpoint saved at drop=400000
[2026-05-21T05:01:18.503220] drop=405000 p=0.99999 <s>_win=275.4 max_s=94938 max_unique=46411 (unique%=17.7) z=0.615 rate=211/s elapsed=1921s
[2026-05-21T05:01:56.232969] drop=410000 p=0.99999 <s>_win=264.3 max_s=58872 max_unique=34521 (unique%=13.2) z=0.616 rate=209/s elapsed=1959s
[2026-05-21T05:02:31.831092] drop=415000 p=0.99999 <s>_win=269.8 max_s=99914 max_unique=52021 (unique%=19.8) z=0.616 rate=208/s elapsed=1994s
[2026-05-21T05:03:09.656420] drop=420000 p=0.99999 <s>_win=270.4 max_s=76337 max_unique=41280 (unique%=15.7) z=0.616 rate=207/s elapsed=2032s
[2026-05-21T05:03:47.015898] drop=425000 p=0.99999 <s>_win=257.5 max_s=89235 max_unique=47704 (unique%=18.2) z=0.616 rate=205/s elapsed=2069s
[2026-05-21T05:04:23.111421] drop=430000 p=0.99999 <s>_win=261.3 max_s=119729 max_unique=58472 (unique%=22.3) z=0.617 rate=204/s elapsed=2106s
[2026-05-21T05:04:57.717631] drop=435000 p=0.99999 <s>_win=269.2 max_s=136923 max_unique=66632 (unique%=25.4) z=0.617 rate=203/s elapsed=2140s
[2026-05-21T05:05:34.885326] drop=440000 p=1.00000 <s>_win=252.4 max_s=114262 max_unique=58406 (unique%=22.3) z=0.617 rate=202/s elapsed=2177s
[2026-05-21T05:06:14.826000] drop=445000 p=1.00000 <s>_win=308.6 max_s=136774 max_unique=67151 (unique%=25.6) z=0.615 rate=201/s elapsed=2217s
[2026-05-21T05:06:51.824602] drop=450000 p=1.00000 <s>_win=249.6 max_s=102232 max_unique=58562 (unique%=22.3) z=0.617 rate=200/s elapsed=2254s
[2026-05-21T05:06:52.158100] checkpoint saved at drop=450000
[2026-05-21T05:07:29.041985] drop=455000 p=1.00000 <s>_win=263.5 max_s=78455 max_unique=45836 (unique%=17.5) z=0.617 rate=199/s elapsed=2291s
[2026-05-21T05:08:06.177542] drop=460000 p=1.00000 <s>_win=290.6 max_s=174844 max_unique=86255 (unique%=32.9) z=0.616 rate=198/s elapsed=2329s
[2026-05-21T05:08:44.336195] drop=465000 p=1.00000 <s>_win=267.6 max_s=94223 max_unique=48141 (unique%=18.4) z=0.616 rate=196/s elapsed=2367s
[2026-05-21T05:09:19.505009] drop=470000 p=1.00000 <s>_win=257.7 max_s=80809 max_unique=43502 (unique%=16.6) z=0.617 rate=196/s elapsed=2402s
[2026-05-21T05:09:55.251300] drop=475000 p=1.00000 <s>_win=269.6 max_s=101057 max_unique=53133 (unique%=20.3) z=0.616 rate=195/s elapsed=2438s
[2026-05-21T05:10:33.313899] drop=480000 p=1.00000 <s>_win=263.0 max_s=95863 max_unique=50796 (unique%=19.4) z=0.616 rate=194/s elapsed=2476s
[2026-05-21T05:11:12.742986] drop=485000 p=1.00000 <s>_win=276.1 max_s=94873 max_unique=49461 (unique%=18.9) z=0.617 rate=193/s elapsed=2515s
[2026-05-21T05:11:50.214466] drop=490000 p=1.00000 <s>_win=267.5 max_s=113351 max_unique=63442 (unique%=24.2) z=0.617 rate=192/s elapsed=2553s
[2026-05-21T05:12:28.391068] drop=495000 p=1.00000 <s>_win=277.1 max_s=99710 max_unique=52889 (unique%=20.2) z=0.616 rate=191/s elapsed=2591s
[2026-05-21T05:13:06.543119] drop=500000 p=1.00000 <s>_win=265.6 max_s=156247 max_unique=76926 (unique%=29.3) z=0.616 rate=190/s elapsed=2629s
[2026-05-21T05:13:06.910561] checkpoint saved at drop=500000
[2026-05-21T05:13:44.860296] drop=505000 p=1.00000 <s>_win=264.5 max_s=109249 max_unique=60954 (unique%=23.3) z=0.615 rate=189/s elapsed=2667s
[2026-05-21T05:14:22.113250] drop=510000 p=1.00000 <s>_win=254.5 max_s=120661 max_unique=65173 (unique%=24.9) z=0.616 rate=189/s elapsed=2705s
[2026-05-21T05:14:58.589480] drop=515000 p=1.00000 <s>_win=276.5 max_s=140190 max_unique=67256 (unique%=25.7) z=0.616 rate=188/s elapsed=2741s
[2026-05-21T05:15:36.139823] drop=520000 p=1.00000 <s>_win=260.2 max_s=85992 max_unique=50862 (unique%=19.4) z=0.616 rate=187/s elapsed=2779s
[2026-05-21T05:16:14.278429] drop=525000 p=1.00000 <s>_win=261.1 max_s=89500 max_unique=48965 (unique%=18.7) z=0.616 rate=186/s elapsed=2817s
[2026-05-21T05:16:53.305052] drop=530000 p=1.00000 <s>_win=283.9 max_s=122832 max_unique=66322 (unique%=25.3) z=0.616 rate=186/s elapsed=2856s
[2026-05-21T05:17:29.239591] drop=535000 p=1.00000 <s>_win=239.4 max_s=162403 max_unique=77902 (unique%=29.7) z=0.617 rate=185/s elapsed=2892s
[2026-05-21T05:18:09.047662] drop=540000 p=1.00000 <s>_win=293.5 max_s=100107 max_unique=54848 (unique%=20.9) z=0.616 rate=184/s elapsed=2932s
[2026-05-21T05:18:46.950630] drop=545000 p=1.00000 <s>_win=270.0 max_s=101630 max_unique=53999 (unique%=20.6) z=0.616 rate=184/s elapsed=2969s
[2026-05-21T05:19:21.656934] drop=550000 p=1.00000 <s>_win=220.8 max_s=117119 max_unique=64496 (unique%=24.6) z=0.618 rate=183/s elapsed=3004s
[2026-05-21T05:19:22.057063] checkpoint saved at drop=550000
[2026-05-21T05:19:59.031903] drop=555000 p=1.00000 <s>_win=284.9 max_s=212434 max_unique=96906 (unique%=37.0) z=0.617 rate=182/s elapsed=3041s
[2026-05-21T05:20:38.708667] drop=560000 p=1.00000 <s>_win=287.8 max_s=123506 max_unique=60084 (unique%=22.9) z=0.616 rate=182/s elapsed=3081s
[2026-05-21T05:21:16.282040] drop=565000 p=1.00000 <s>_win=271.9 max_s=121353 max_unique=60302 (unique%=23.0) z=0.616 rate=181/s elapsed=3119s
[2026-05-21T05:21:53.052305] drop=570000 p=1.00000 <s>_win=257.6 max_s=58720 max_unique=36985 (unique%=14.1) z=0.617 rate=181/s elapsed=3156s
[2026-05-21T05:22:30.093750] drop=575000 p=1.00000 <s>_win=266.7 max_s=124078 max_unique=63636 (unique%=24.3) z=0.617 rate=180/s elapsed=3193s
[2026-05-21T05:23:09.351670] drop=580000 p=1.00000 <s>_win=276.3 max_s=50889 max_unique=29640 (unique%=11.3) z=0.616 rate=179/s elapsed=3232s
[2026-05-21T05:23:44.665625] drop=585000 p=1.00000 <s>_win=253.5 max_s=110846 max_unique=57104 (unique%=21.8) z=0.617 rate=179/s elapsed=3267s
[2026-05-21T05:24:21.521606] drop=590000 p=1.00000 <s>_win=271.7 max_s=96508 max_unique=53799 (unique%=20.5) z=0.616 rate=179/s elapsed=3304s
[2026-05-21T05:24:59.253594] drop=595000 p=1.00000 <s>_win=264.9 max_s=112898 max_unique=58699 (unique%=22.4) z=0.616 rate=178/s elapsed=3342s
[2026-05-21T05:25:36.010815] drop=600000 p=1.00000 <s>_win=249.8 max_s=112119 max_unique=58627 (unique%=22.4) z=0.617 rate=178/s elapsed=3378s
[2026-05-21T05:25:36.445304] checkpoint saved at drop=600000
[2026-05-21T05:25:36.881620] DONE wall=3379s peak_topples=212434 (81.04%) peak_unique=97139 (37.06% of L^3) final_p=1.00000
